ORIG_FID,ORIG_LEN,ORIG_SEQ,Tipo,Lat,LONG
1,1750.000000000000000,351,,8.781661170000000,-82.643168470000006
1,1755.000000000000000,352,,8.781631900000001,-82.643202230000000
1,1760.000000000000000,353,,8.781602619999999,-82.643235989999994
1,1765.000000000000000,354,,8.781573340000000,-82.643269750000002
1,1770.000000000000000,355,,8.781544060000000,-82.643303509999996
1,1775.000000000000000,356,,8.781514780000000,-82.643337270000004
1,1780.000000000000000,357,,8.781485500000000,-82.643371029999997
1,1785.000000000000000,358,,8.781456220000001,-82.643404790000005
1,1790.000000000000000,359,,8.781426950000000,-82.643438549999999
1,1795.000000000000000,360,,8.781397670000000,-82.643472310000007
1,1800.000000000000000,361,,8.781368390000001,-82.643506070000001
1,1805.000000000000000,362,,8.781339109999999,-82.643539829999995
1,1810.000000000000000,363,,8.781309830000000,-82.643573590000003
1,1815.000000000000000,364,,8.781280550000000,-82.643607349999996
1,1820.000000000000000,365,,8.781251279999999,-82.643641110000004
1,1825.000000000000000,366,,8.781222000000000,-82.643674869999998
1,1830.000000000000000,367,,8.781192720000000,-82.643708630000006
1,1835.000000000000000,368,,8.781163440000000,-82.643742390000000
1,1840.000000000000000,369,,8.781134160000001,-82.643776149999994
1,1845.000000000000000,370,,8.781104890000000,-82.643809910000002
1,1850.000000000000000,371,,8.781075610000000,-82.643843669999995
1,1855.000000000000000,372,,8.781046330000001,-82.643877430000003
1,1860.000000000000000,373,,8.781017050000001,-82.643911189999997
1,1865.000000000000000,374,,8.780987769999999,-82.643944950000005
1,1870.000000000000000,375,,8.780958490000000,-82.643978709999999
1,1875.000000000000000,376,,8.780929210000000,-82.644012470000007
1,1880.000000000000000,377,,8.780899939999999,-82.644046230000001
1,1885.000000000000000,378,,8.780870660000000,-82.644079989999994
1,1890.000000000000000,379,,8.780841380000000,-82.644113750000002
1,1895.000000000000000,380,,8.780812100000000,-82.644147509999996
1,1900.000000000000000,381,,8.780782820000001,-82.644181270000004
1,1905.000000000000000,382,,8.780753539999999,-82.644215029999998
1,1910.000000000000000,383,,8.780724270000000,-82.644248790000006
1,1915.000000000000000,384,,8.780694990000001,-82.644282550000000
1,1920.000000000000000,385,,8.780665709999999,-82.644316309999994
1,1925.000000000000000,386,,8.780636429999999,-82.644350070000002
1,1930.000000000000000,387,,8.780607150000000,-82.644383829999995
1,1935.000000000000000,388,,8.780577870000000,-82.644417590000003
1,1940.000000000000000,389,,8.780548599999999,-82.644451349999997
1,1945.000000000000000,390,,8.780519320000000,-82.644485110000005
1,1950.000000000000000,391,,8.780490040000000,-82.644518869999999
1,1955.000000000000000,392,,8.780460760000000,-82.644552630000007
1,1960.000000000000000,393,,8.780431480000001,-82.644586390000001
1,1965.000000000000000,394,,8.780402199999999,-82.644620149999994
1,1970.000000000000000,395,,8.780372930000000,-82.644653910000002
1,1975.000000000000000,396,,8.780343650000001,-82.644687669999996
1,1980.000000000000000,397,,8.780314369999999,-82.644721430000004
1,1985.000000000000000,398,,8.780285090000000,-82.644755189999998
1,1990.000000000000000,399,,8.780255810000000,-82.644788950000006
1,1995.000000000000000,400,,8.780226530000000,-82.644822710000000
1,2000.000000000000000,401,,8.780197260000000,-82.644856469999993
1,2005.000000000000000,402,,8.780167980000000,-82.644890230000001
1,2010.000000000000000,403,,8.780138700000000,-82.644924000000003
1,2015.000000000000000,404,,8.780109420000000,-82.644957750000003
1,2020.000000000000000,405,,8.780080140000001,-82.644991520000005
1,2025.000000000000000,406,,8.780050859999999,-82.645025279999999
1,2030.000000000000000,407,,8.780021580000000,-82.645059040000007
1,2035.000000000000000,408,,8.779992310000001,-82.645092800000000
1,2040.000000000000000,409,,8.779963029999999,-82.645126559999994
1,2045.000000000000000,410,,8.779969469999999,-82.645158089999995
1,2050.000000000000000,411,,8.780002619999999,-82.645187960000001
1,2055.000000000000000,412,,8.780035770000000,-82.645217830000007
1,2060.000000000000000,413,,8.780068920000000,-82.645247699999999
1,2065.000000000000000,414,,8.780102070000000,-82.645277570000005
1,2070.000000000000000,415,,8.780135230000001,-82.645307439999996
1,2075.000000000000000,416,,8.780168379999999,-82.645337310000002
1,2080.000000000000000,417,,8.780201529999999,-82.645367179999994
1,2085.000000000000000,418,,8.780234680000000,-82.645397050000000
1,2090.000000000000000,419,,8.780267830000000,-82.645426909999998
1,2095.000000000000000,420,,8.780300980000000,-82.645456780000004
1,2100.000000000000000,421,,8.780334140000001,-82.645486649999995
1,2105.000000000000000,422,,8.780367289999999,-82.645516520000001
1,2110.000000000000000,423,,8.780400439999999,-82.645546390000007
1,2115.000000000000000,424,,8.780433589999999,-82.645576259999999
1,2120.000000000000000,425,,8.780466740000000,-82.645606130000004
1,2125.000000000000000,426,,8.780499890000000,-82.645635999999996
1,2130.000000000000000,427,,8.780533050000001,-82.645665870000002
1,2135.000000000000000,428,,8.780566200000001,-82.645695739999994
1,2140.000000000000000,429,,8.780599349999999,-82.645725610000000
1,2145.000000000000000,430,,8.780632499999999,-82.645755480000005
1,2150.000000000000000,431,,8.780665650000000,-82.645785349999997
1,2155.000000000000000,432,,8.780698800000000,-82.645815220000003
1,2160.000000000000000,433,,8.780731950000000,-82.645845089999995
1,2165.000000000000000,434,,8.780765110000001,-82.645874960000000
1,2170.000000000000000,435,,8.780798259999999,-82.645904819999998
1,2175.000000000000000,436,,8.780831409999999,-82.645934690000004
1,2180.000000000000000,437,,8.780864559999999,-82.645964559999996
1,2185.000000000000000,438,,8.780897710000000,-82.645994430000002
1,2190.000000000000000,439,,8.780930860000000,-82.646024299999993
1,2195.000000000000000,440,,8.780964010000000,-82.646054169999999
1,2200.000000000000000,441,,8.780997169999999,-82.646084040000005
1,2205.000000000000000,442,,8.781030319999999,-82.646113909999997
1,2210.000000000000000,443,,8.781063469999999,-82.646143780000003
1,2215.000000000000000,444,,8.781096620000000,-82.646173649999994
1,2220.000000000000000,445,,8.781129770000000,-82.646203520000000
1,2225.000000000000000,446,,8.781162920000000,-82.646233390000006
1,2230.000000000000000,447,,8.781196080000001,-82.646263259999998
1,2235.000000000000000,448,,8.781229229999999,-82.646293130000004
1,2240.000000000000000,449,,8.781262379999999,-82.646322999999995
1,2245.000000000000000,450,,8.781295530000000,-82.646352859999993
1,2250.000000000000000,451,,8.781328680000000,-82.646382729999999
1,2255.000000000000000,452,,8.781361830000000,-82.646412600000005
1,2260.000000000000000,453,,8.781394990000001,-82.646442469999997
1,2265.000000000000000,454,,8.781428139999999,-82.646472340000003
